cohort	analysis_route	taxonomy	design	genus	complete_pairs	median_tumor_relabund	median_normal_relabund	median_paired_clr_effect	wilcoxon_p	bh_fdr_q
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Lactobacillus	20	6.1653e-06	1.97634e-05	-0.252	0.311794	0.51301
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Lactococcus	20	6.3414e-06	7.8402e-05	-0.748118	0.430433	0.621493
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Lautropia	20	3.01159e-05	0.000213001	-1.27681	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Legionella	20	0	0	0.281792	0.0637226	0.269742
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Leptotrichia	20	0.0138483	0.0146012	-0.215157	0.388376	0.590917
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Leucobacter	20	0	0	-0.0449487	0.756166	0.891646
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Limnobacter	20	0	0	0.192104	0.176853	0.357496
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Luteibacter	20	0	0	0.281792	0.0214844	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Luteimonas	20	0	0	-0.00720961	0.927279	0.964779
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Lysinibacillus	20	0	0	0.420726	0.0362339	0.205084
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Lysobacter	20	0	0	0.22504	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Macrococcus	20	0	0	0.281792	0.0214844	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Marinibacillus	20	0	0	0.0746094	0.311794	0.51301
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Marinobacter	20	0	0	0.147584	0.34881	0.539417
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Megasphaera	20	3.80233e-05	0.000227845	-0.51046	0.388376	0.590917
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mesorhizobium	20	0	0	0.281792	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Methylibium	20	0	0	0.22504	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Methylobacterium	20	0	6.73192e-06	-0.105716	0.176853	0.357496
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Microbacterium	20	0	2.27103e-05	-0.589767	0.00638962	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Microbispora	20	0	0	0.208818	0.089695	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Micrococcus	20	1.9154e-05	7.21409e-05	-0.35798	0.277355	0.478607
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Microlunatus	20	0	0	0.351297	0.176853	0.357496
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mobiluncus	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mogibacterium	20	4.2387e-05	0.000168307	-0.270457	0.647655	0.814607
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Morganella	20	0	0	0.313169	0.123093	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Moryella	20	1.47766e-05	0.000178063	-0.860921	0.0327682	0.197307
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mucispirillum	20	0	0	-0.00720961	0.840822	0.933148
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mycobacterium	20	0	0	0.0746094	0.621513	0.79229
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mycoplana	20	0	0	0.351297	0.0695801	0.269742
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Mycoplasma	20	1.57846e-05	0.000159231	-0.245285	0.294252	0.492742
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Myroides	20	0	0	0.0746094	0.34881	0.539417
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Nannocystis	20	0	0	0.281792	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Neisseria	20	0.00348797	0.0253021	-2.10234	0.00729561	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Nesterenkonia	20	0	0	0.0411811	0.784126	0.902064
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Nitrospira	20	0	0	0.208818	0.089695	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Nocardioides	20	0	0	0.281792	0.0582581	0.261699
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Ochrobactrum	20	0	5.32069e-05	-1.05344	0.00198555	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Odoribacter	20	0	0	-0.00720961	0.898317	0.94507
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Oligella	20	0	0	0.0746094	0.245487	0.451123
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Oribacterium	20	0.00123469	0.00102437	-0.119628	0.545876	0.721882
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Oscillospira	20	0	0	-0.107964	0.329983	0.5276
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Paenibacillus	20	0	0	0.147584	0.34881	0.539417
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Paludibacter	20	1.84886e-05	7.4623e-05	-0.443839	0.647655	0.814607
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pandoraea	20	0	0	0.351297	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Parabacteroides	20	0	0	-0.0493118	0.701181	0.859023
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Paracoccus	20	0	3.0752e-05	-0.62723	0.0214844	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Parvimonas	20	0.00445922	0.00113381	2.15607	0.044054	0.226678
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pedobacter	20	0	0	0.351297	0.0399895	0.213529
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pedomicrobium	20	0	0	0.22504	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Peptococcus	20	0.000108	7.53482e-05	0.608548	0.245487	0.451123
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Peptoniphilus	20	1.16575e-05	1.5376e-05	0.162739	0.545876	0.721882
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Peptostreptococcus	20	0.012723	0.00384043	1.17213	0.189348	0.377363
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Phaeospirillum	20	0	0	0.281792	0.0266418	0.163905
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Phascolarctobacterium	20	0	0	-0.00720961	0.595819	0.773472
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Phenylobacterium	20	0	0	0.131362	0.674223	0.836864
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Phormidium	20	0	0	0.351297	0.0214844	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pilimelia	20	0	0	0.208818	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Planctomyces	20	0	0	-0.0449487	0.498009	0.697705
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Planococcus	20	0	0	0.0746094	0.728506	0.87359
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Plesiocystis	20	0	0	0.281792	0.0266418	0.163905
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Polaribacter	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Porphyromonas	20	0.0107294	0.00712383	0.256009	0.985435	0.992449
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Prevotella	20	0.00666454	0.00771733	-0.863385	0.812355	0.919586
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Propionibacterium	20	2.53553e-05	7.55835e-05	-0.982217	0.0484409	0.22848
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Propionicimonas	20	0	0	0.22504	0.142906	0.311096
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Propionivibrio	20	0	0	-0.0449487	0.570597	0.747587
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Proteus	20	0	0	0.281792	0.0192337	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Providencia	20	0	0	0.22504	0.261099	0.467664
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pseudoalteromonas	20	0	0	0.281792	0.044054	0.226678
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pseudomonas	20	0.000156217	0.000212444	0.245696	0.898317	0.94507
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pseudonocardia	20	0	0	0.22504	0.521673	0.703017
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pseudoramibacter_Eubacterium	20	0	0	-0.0134228	1	1
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pseudoxanthomonas	20	0	0	0.22504	0.261099	0.467664
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Pyramidobacter	20	0	0	0.17539	0.452375	0.643328
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__RFN20	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Ralstonia	20	0	0	0.208818	0.164957	0.345799
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Ramlibacter	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rheinheimera	20	0	0	0.281792	0.0399895	0.213529
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rhodobacter	20	0	0	0.22504	0.20245	0.395126
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rhodobium	20	0	0	0.208818	0.089695	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rhodococcus	20	0	1.45602e-05	-0.335893	0.142906	0.311096
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rhodoplanes	20	0	0	0.22504	0.277355	0.478607
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rickettsiella	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Roseateles	20	0	0	0.281792	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Roseomonas	20	0	0	-0.0493118	0.956329	0.980584
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rothia	20	0.00024269	0.0120839	-2.63624	0.000850677	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rubellimicrobium	20	0	0	0.351297	0.0171814	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rubrobacter	20	0	0	-0.0493118	0.784126	0.902064
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Ruminococcus	20	0	0	-0.0223249	0.927279	0.964779
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Rummeliibacillus	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__SHD-231	20	0	1.57737e-05	0.0428654	0.329983	0.5276
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Saccharopolyspora	20	0	0	-0.0449487	0.956329	0.980584
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Salinicoccus	20	0	0	0.22504	0.142906	0.311096
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Salinisphaera	20	0	0	0.420726	0.00422096	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Scardovia	20	0	0	0.0573663	0.728506	0.87359
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Schwartzia	20	9.61612e-05	8.39946e-05	0.918465	0.245487	0.451123
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sedimentibacter	20	0	0	0.351297	0.0106888	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sediminibacterium	20	0	0	0.208818	0.089695	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Selenomonas	20	0.00418224	0.00426484	0.718716	0.189348	0.377363
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Serratia	20	0	0	0.281792	0.0214844	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sharpea	20	0	0	-0.0449487	0.784126	0.902064
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Shewanella	20	3.75201e-05	7.56929e-05	-0.324374	0.728506	0.87359
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Shuttleworthia	20	0	0	0.281792	0.0192337	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Simplicispira	20	0	0	0.208818	0.089695	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Skermanella	20	0	0	-0.00720961	0.570597	0.747587
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Slackia	20	2.71493e-05	3.34079e-05	0.314691	0.245487	0.451123
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sneathia	20	0	0	0.208818	0.113987	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sphaerochaeta	20	0	0	0.281792	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sphingobacterium	20	0	0	-0.0449487	0.956329	0.980584
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sphingobium	20	0	0	0.22504	0.153646	0.331923
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sphingomonas	20	3.22271e-05	4.15888e-05	-0.270457	0.430433	0.621493
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sphingopyxis	20	0	0	0.22504	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Spirosoma	20	0	0	0.208818	0.123093	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Staphylococcus	20	8.62383e-05	0.000505835	-0.561473	0.329983	0.5276
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Stenotrophomonas	20	0	6.07054e-06	-0.0962548	0.409098	0.60934
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Streptococcus	20	0.0145032	0.0651617	-1.46703	0.0531693	0.24667
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Streptomyces	20	0	1.51599e-05	-0.820289	0.0153122	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sulfuricurvum	20	0	0	0.351297	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Sutterella	20	0	0	-0.00720961	0.898317	0.94507
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__TG5	20	9.59251e-05	0.000144561	0.136916	0.621513	0.79229
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Tannerella	20	6.72094e-05	0.000128617	0.30054	0.756166	0.891646
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Tepidimonas	20	0	0	0.22504	0.132727	0.298108
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Thermicanus	20	0	0	0.281792	0.0192337	0.155899
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Thermus	20	0	0	0.335076	0.164957	0.345799
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Treponema	20	0.00216923	0.00520307	0.84543	0.294252	0.492742
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Trichococcus	20	0	0	0.367443	0.0266418	0.163905
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Trueperella	20	0	0	0.0746094	0.388376	0.590917
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Turicibacter	20	0	0	0.351297	0.0484409	0.22848
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Vagococcus	20	0	1.26851e-05	-0.0962548	0.329983	0.5276
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Varibaculum	20	0	0	0.420726	0.00485992	0.151246
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Variovorax	20	0	0	0.0746094	0.230513	0.440778
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Veillonella	20	0.000365665	0.00180033	-1.16888	0.0484409	0.22848
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Vibrio	20	0	0	0.208818	0.08255	0.278942
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Virgisporangium	20	0	0	0.114538	0.20245	0.395126
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Vogesella	20	0	0	-0.00720961	0.701181	0.859023
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__WAL_1855D	20	0	0	0.0370821	0.277355	0.478607
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Xylanimicrobium	20	0	0	0.131362	0.621513	0.79229
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__Zoogloea	20	0	0	0.0746094	0.34881	0.539417
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__[Eubacterium]	20	0	0	0.120988	0.674223	0.836864
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__[Prevotella]	20	0.00225703	0.00216261	-0.101625	0.840822	0.933148
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__[Ruminococcus]	20	0	0	-0.00720961	0.840822	0.933148
PRJNA813034	OTU_VSEARCH_97	Greengenes_13_8	sensitivity	g__ph2	20	0	0	0.351297	0.0214844	0.155899
