genus	SRR18595688	SRR18595689	SRR18595690	SRR18595691	SRR18595692	SRR18595693	SRR18595694	SRR18595695	SRR18595696	SRR18595697	SRR18595698	SRR18595699	SRR18595700	SRR18595701	SRR18595702	SRR18595703	SRR18595704	SRR18595705	SRR18595706	SRR18595707	SRR18595708	SRR18595709	SRR18595710	SRR18595711	SRR18595712	SRR18595713	SRR18595714	SRR18595715	SRR18595716	SRR18595717	SRR18595718	SRR18595719	SRR18595720	SRR18595721	SRR18595722	SRR18595723	SRR18595724	SRR18595725	SRR18595726	SRR18595727	SRR18595728	SRR18595729	SRR18595730	SRR18595731	SRR18595732	SRR18595733	SRR18595734	SRR18595735	SRR18595736	SRR18595737	SRR18595738	SRR18595739	SRR18595740	SRR18595741	SRR18595742	SRR18595743	SRR18595744	SRR18595745	SRR18595746	SRR18595747	SRR18595748	SRR18595749	SRR18595750	SRR18595751	SRR18595752	SRR18595753	SRR18595754	SRR18595755	SRR18595756	SRR18595757	SRR18595758	SRR18595759	SRR18595760	SRR18595761	SRR18595762	SRR18595763	SRR18595764	SRR18595765	SRR18595766	SRR18595767	SRR18595768	SRR18595769	SRR18595770	SRR18595771	SRR18595772	SRR18595773	SRR18595774	SRR18595775	SRR18595776	SRR18595777	SRR18595778	SRR18595779	SRR18595780	SRR18595781	SRR18595782	SRR18595783	SRR18595784	SRR18595785	SRR18595786	SRR18595787	SRR18595788	SRR18595789	SRR18595790	SRR18595791	SRR18595792	SRR18595793	SRR18595794	SRR18595795	SRR18595796	SRR18595797	SRR18595798	SRR18595799	SRR18595800	SRR18595801	SRR18595802	SRR18595803	SRR18595804	SRR18595805	SRR18595806	SRR18595807	SRR18595808	SRR18595809	SRR18595810	SRR18595811	SRR18595812	SRR18595813	SRR18595814	SRR18595815	SRR18595816	SRR18595817	SRR18595818	SRR18595819	SRR18595820	SRR18595821	SRR18595822	SRR18595823	SRR18595824	SRR18595825	SRR18595826	SRR18595827	SRR18595828	SRR18595829	SRR18595830	SRR18595831	SRR18595832	SRR18595833	SRR18595834	SRR18595835	SRR18595836	SRR18595837	SRR18595838	SRR18595839	SRR18595840	SRR18595841	SRR18595842	SRR18595843	SRR18595844	SRR18595845	SRR18595846	SRR18595847	SRR18595848	SRR18595849
g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096732588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031836461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043652237	0	0	0.00019300051	0	0	0	0	0	0	0	0	0	0	0.0044336067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rhizorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01285746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rhodanobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076382524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rhodoluna	0	0	0	0	0	0	0	0	0.012667136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rikenellaceae_RC9_gut_group	0	0.0017596782	0	0	0	0	0	0	0	0.0051899373	0.0025071324	0	0	0	0	0	0	0	0	0.020083895	0.003755085	0	0	0	0	0	0	0	0	0.00051271534	0	0	0	0	0	0	0	0.0025040064	0	0	0	0	0.0015399195	0	0	0.0010156409	0	0	0	0	0	0.00041059331	0.035912504	0.00076462342	0	0	0	0	0	0.0013782098	0	0	0	0	0	0	0.0011284559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035313531	0	0.00068700192	0	0	0	0	0	0	0	0.00055591587	0.0037332647	0	0	0	0	0	0.00018340211	0	0	0	0.001122177	0	0	0	0	0	0	0	0.015295943	0	0	0	0.00084443001	0.0017272483	0	0	0	0	0	0	0.004045853	0.0040809386	0	0.0046391753	0	0	0	0	0.011048074	0	0	0	0	0	0.00097359134	0	0	0.00088908646	0	0	0.026543162	0.0020269798	0	0.001320132	0	0	0	0	0	0.0018939394	0.019448947	0	0	0	0	0.0005113128	0	0	0	0	0
g__Romboutsia	0	0	0	0	0	0	0	0	0	0	0	0.008142117	0	0	0.006116208	0	0	0.0012666244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045710803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074058621	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003875969	0	0	0	0	0.00054387237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052770449	0	0	0	0	0	0	0	0	0	0.035460993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015353318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010891309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseimarinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059108006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rothia	0.01353832	0.009552539	0.0076120959	0.018300122	0	0	0	0.003617643	0	0.0056945145	0	0	0.17827004	0.013917315	0.011009174	0.00907173	0.0046872475	0	0.0091066782	0	0.00052153958	0.0073828921	0	0	0.002970297	0	0	0.0085158151	0	0.00051271534	0.0043184108	0	0	0	0.012083903	0	0	0	0	0.0067077592	0.059919128	0	0.0042643923	0	0.0012236574	0.0075157424	0	0	0.0011432927	0.0014200878	0.00062766759	0	0	0.0035682426	0.0056444026	0	0.0054815133	0.056872038	0.0051059484	0.0039170173	0.029457793	0.0045791539	0	0	0	0	0.031972917	0	0	0	0	0	0.016521545	0	0.015105357	0.0040205854	0	0	0.0077688005	0.059281437	0	0.17473756	0.0026106073	0.083417423	0	0.0020711501	0	0.025018578	0.017086591	0.030549111	0	0	0.02613891	0	0	0.23135686	0.013103448	0	0.019107051	0.0017983381	0.00034283102	0.0095385047	0.063829787	0	0.018681319	0.029016658	0	0.0076731647	8.3163541e-05	0	0	0	0	0.0060409224	0	0	0	0.02565953	0.024977085	0.080572963	0.024101307	0.021240728	0	0	0	0.061106524	0.032537961	0	0	0	0	0.033878505	0	0	0.012457676	0	0	0	0	0	0	0	0.0011183337	0.0023704707	0	0	0	0.44935207	0.0065445026	0	0	0	0	0	0.0012414649	0	0	0	0	0.0083386786	0	0
g__Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038613081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ruthenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015831135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__SH3-11	0	0	0	0	0	0	0	0	0.0084447572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044331856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023516643	0	0	0.0036939314	0	0	0	0	0.00066979236	0	0	0.012061756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021826119	0	0	0	0	0	0	0	0	0	0	0	0.00041476566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Schaalia	0.0022946306	0.0040221217	0.015641293	0	0	0	0	0.0040350633	0	0	0.00077807556	0	0	0	0.025076453	0.0099156118	0.007273315	0	0	0	0	0	0	0	0	0.0012621359	0	0	0	0.00082034454	0.0010076292	0	0	0	0.017783858	0	0	0	0	0.0019941987	0.0074745742	0	0.0031982942	0.0020818876	0.0010876954	0	0.0047596383	0	0	0	0	0	0.0032647731	0	0	0	0.0018271711	0	0	0.0023211954	0.00073644481	0.00052333188	0	0	0	0	0.0026330638	0	0	0	0	0	0	0.0017431726	0.017136329	0	0	0.0043341214	0.0068365444	0	0	0.0040636641	0	0	0	0	0	0	0	0.042536736	0.0014824423	0	0	0.013337953	0	0	0	0.00032095369	0.0025090067	0.010541982	0	0.0028054426	0	0	0	0	0	0.0037328909	0.0017880161	0.0064287298	0.0013594873	0	0	0	0	0	0	0.0061743244	0.0061106019	0	0.0091230937	0.0045515846	0	0.019230769	0	0.0066061107	0	0	0	0	0	0.0060747664	0	0	0	0	0	0.010494245	0	0	0.00039923347	0	0.0011183337	0	0	0	0	0	0.0035994764	0	0	0	0.0077562327	0	0.001396648	0	0	0	0	0.0060936498	0	0
g__Schleiferilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017281902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Segatella	0.0037861404	0.022875817	0.00072992701	0.0056933713	0.013785558	0.0030036473	0.029062087	0	0	0.0025228862	0.00051871704	0.023686158	0	0	0.081957187	0.03164557	0.010021012	0.0053831539	0.0056374675	0.0022880386	0	0.041242363	0.029392206	0	0.050825083	0.009223301	0	0	0	0.0087161608	0	0	0	0	0.023939808	0	0.020376523	0	0	0.0023567803	0.0044112241	0.0067771084	0.0024875622	0.01332408	0.0089734874	0.0032500508	0.021894336	0	0	0.0027110767	0	0.00061588996	0	0	0.0037629351	0	0.022141015	0	0.0076589226	0.0054403018	0.12593206	0.0040558221	0.017090454	0	0.014290883	0	0.0039495956	0.0089709763	0.026845638	0	0	0.00067024129	0.00089305649	0	0.033891851	0.0030556449	0.00051150895	0	0.030453698	0.010778443	0.025412541	0	0.02143446	0	0	0.023148148	0.051001821	0	0.0028960324	0	0.00027795794	0.017378991	0	0.038801316	0.014324693	0	0.0051724138	0.0062815222	0.0080416881	0.0097358303	0	0.0070136064	0.011032309	0.020074897	0	0.11821601	0.0022377824	0.076593391	0	0.029261804	0.0054865022	0.04731713	0.016697588	0.0094186424	0.032587418	0.012368584	0.031631694	0.054847246	0.037198289	0	0.0081699346	0	0.023975514	0.34975962	0.078006873	0.0074318745	0.037082946	0	0	0.001492983	0	0	0.027031376	0.016147842	0.00031942759	0	0.078471712	0.0039494471	0.033118471	0	0.0083040562	0.0024130147	0.015377088	0	0	0	0.02605905	0.0020989232	0.0029450262	0	0	0	0.1567867	0	0.009310987	0.027272727	0	0	0	0	0.0032263268	0.03097626
g__Selenomonas	0	0.004147813	0.0044838373	0.072387149	0	0.0040763785	0	0.0066787255	0	0.0193181	0.0027664909	0.0029607698	0	0	0.023853211	0.0056962025	0.022628091	0.017416086	0	0.0099783907	0.0026076979	0.20952138	0.011703684	0.036916623	0.025247525	0.027572816	0	0.069343066	0.00054178518	0.001435603	0	0	0	0.049259212	0	0	0.011960133	0.0022035256	0	0	0	0	0	0.016793893	0.010740993	0.018687792	0.013802951	0.020886616	0.0015243902	0.0073586367	0	0	0	0.010704728	0	0.023598001	0	0	0	0.0056579138	0.030930682	0.0048408199	0	0.00077160494	0.01447178	0	0	0.0042216359	0	0	0.0087719298	0.0048592493	0.0058048672	0.018012783	0.0052043666	0.013509167	0.0010230179	0	0	0	0	0	0.0086562242	0.012108981	0.02015443	0.023269981	0.087691907	0	0	0	0.0012044844	0	0.0037341299	0.0088342283	0.099590723	0.032375409	0.042758621	0.013709308	0.0046963459	0.015068833	0.0010665854	0.00659279	0	0.010989011	0.0054945055	0	0.0023821555	0.0067053781	0	0.031921969	0.0023305496	0.00076317952	0.012987013	0.011757064	0.0056423445	0	0	0.019725764	0.013901619	0.0035810206	0.0054466231	0.0069116655	0.029076688	0.030048077	0.00395189	0.0041288192	0.0056812313	0	0	0.10988355	0	0	0.0017699115	0.011213779	0.0034498179	0.059389071	0.0066127847	0.015572106	0.020152627	0.13700329	0	0.017669495	0.009156357	0.0098205215	0	0.019700839	0.14210526	0.0013688629	0	0.020970133	0.037405303	0.058166757	0.018282548	0	0.027001862	0.011363636	0.011504538	0.3728783	0	0.0089801155	0.02645588	0
g__Serratia	0	0.0023881347	0.024608968	0.0052867019	0.79912473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45157699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33494424	0	0	0
g__Simonsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043615949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085350714	0	0	0	0	0	0	0
g__Skermanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030477481	0	0	0	0	0	0	0	0	0	0	0.0037341299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sneathia	0	0.00075414781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010505899	0	0	0	0	0.0045824847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078042148	0	0	0	0	0	0	0	0.0078354554	0	0	0	0	0	0	0	0	0	0.015423093	0	0.068740955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033599382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011195377	0	0	0	0
g__Solobacterium	0.016177145	0.0085470085	0	0	0	0	0	0.0022262418	0	0	0.00051871704	0.0088823094	0	0	0.013455657	0.0082278481	0.0016162922	0.0069664345	0.0034692108	0.0076267955	0	0.0017820774	0.002925921	0	0.002640264	0	0	0	0.005959637	0.00020508614	0.0010076292	0	0.010443864	0	0.0045599635	0	0.034551495	0	0	0	0	0.005873494	0.0026060175	0.0051353227	0.00081577158	0	0.01618277	0	0.0025406504	0.0015491867	0	0	0.00097943193	0.016949153	0	0	0.0047291488	0	0.0011488384	0.00094298564	0.0012887784	0.0020497165	0	0	0.010311143	0	0.0020688358	0	0.0067114094	0.0053715309	0	0	0.0033489618	0.0023242301	0.0031733943	0.005789643	0	0	0.0087010566	0	0.011221122	0	0.0021984062	0	0	0.0080409357	0.017174083	0.0029725043	0	0.0023201856	0	0.0011585994	0	0.0058894855	0	0	0	0	0.00083633556	0.0016123031	0	0	0	0.0016575603	0	0	0.00057749224	0.0038020185	0	0.00044336067	0.00053408429	0	0	0.0014939916	0.0018423982	0	0	0	0.0028261534	0	0.0087145969	0.004045853	0.0068015644	0	0	0	0.0023757876	0	0	0	0	0.0018691589	0.0054706356	0.0012559433	0	0	0.0010286554	0.00078988942	0.0020745351	0	0.00079846694	0	0	0.001523874	0	0	0.0062473256	0	0	0	0	0.0025211597	0	0	0.0009310987	0	0	0.0014445648	0.0018587361	0.005452213	0.0035489595	0.0085057763
g__Sphaerotilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001330082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sphingobium	0	0	0	0	0	0	0	0	0.044334975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065934066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sphingomonas	0	0	0	0	0.00065645514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016120365	0.0052696167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Staphylococcus	0	0	0	0	0	0.0012872774	0	0	0.10133709	0.011028617	0	0	0	0.0020466639	0.0085626911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063063987	0	0	0.011189855	0	0.0047879617	0	0	0	0	0	0	0	0	0	0	0	0.0099952404	0	0	0.00051639556	0	0.85629234	0	0	0	0	0	0	0	0	0	0.00082860881	0.0014589412	0	0	0	0	0	0	0	0	0	0	0	0	0.073817948	0	0	0	0	0.004620462	0	0	0	0	0	0	0.0027247956	0	0	0.0023163161	0	0	0	0.078444748	0	0.0055172414	0.009307657	0	0.007069329	0.38945604	0.0074344228	0	0	0	0	0	0.0010369141	0	0.014409222	0.00033987182	0	0	0	0	0	0.040400877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011682243	0	0	0.00025554207	0	0	0.0071090047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3738733
g__Stenotrophomonas	0	0	0	0	0.0015317287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028600483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25297619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014842301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019183029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Stomatobaculum	0	0.006661639	0.045464025	0	0	0.0010727312	0	0	0	0.00028832985	0.0012103398	0	0	0	0	0.0071729958	0.0012930338	0	0	0.0029236049	0	0	0	0	0	0.0025242718	0	0	0	0	0	0	0	0	0.014819881	0.016993464	0	0	0	0.0061638869	0.00183801	0	0.0011845534	0.0094378904	0.0024473148	0	0.021894336	0	0	0	0	0	0.0077266297	0	0	0	0.0029019776	0.033175355	0	0.00079791092	0.01297984	0.004186655	0	0	0.013024602	0	0	0	0	0	0	0	0	0	0.014851485	0	0	0.020094563	0.0074580485	0.0035928144	0	0.0027091094	0.011266832	0	0.0015704751	0.0056042885	0.0046838407	0.0012385435	0	0	0.00037061058	0.010684861	0.0097087379	0.0098735493	0	0	0.011724138	0	0.006111683	0	0	0.0032262589	0.011032309	0.012339616	0	0	0	0	0.0014969437	0.010862337	0	0	0.02690167	0.0018187723	0.0021110813	0	0	0.036805389	0	0	0.0039488017	0	0.018534263	0	0	0.013212221	0.0060944117	0	0	0.018363691	0	0	0.028157683	0.0056517449	0	0	0	0.021327014	0.00044454323	0.0038435311	0	0	0.00076885441	0	0	0	0.0026529739	0.00054754517	0	0	0	0	0.018836565	0.022421525	0.0021725636	0	0	0	0	0	0	0
