run_accession	sample_accession	experiment_accession	study_accession	scientific_name	instrument_platform	instrument_model	library_layout	library_strategy	library_source	fastq_ftp	fastq_md5
SRR12750740	SAMN16326739	SRX9222652	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12750740/SRR12750740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12750740/SRR12750740_2.fastq.gz	3265225b2536236af98252f464e467c3;be577a8d5289c4770e1166d813d69cfb
SRR12750741	SAMN16326676	SRX9222651	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12750741/SRR12750741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12750741/SRR12750741_2.fastq.gz	5557b1e8a5564fc539c474643c0455b8;d1fe8451ad42721bc1cbbe85025e7283
SRR12750743	SAMN16326737	SRX9222649	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/043/SRR12750743/SRR12750743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/043/SRR12750743/SRR12750743_2.fastq.gz	e2105aba2c77be5e06e52e294490fa5e;f6801f6fcf6b2b0dfb647f8df72d3fc2
SRR12750748	SAMN16326714	SRX9222644	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/048/SRR12750748/SRR12750748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/048/SRR12750748/SRR12750748_2.fastq.gz	ba34f3b7f9dbb54f713ebeae3fb380eb;7e0246ff3328ff8295121c73c276e955
SRR12750749	SAMN16326713	SRX9222643	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/049/SRR12750749/SRR12750749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/049/SRR12750749/SRR12750749_2.fastq.gz	f65117fae9fc70673d01092779dbbca9;f61787e835b0a3755df9fcb29a3cc04e
SRR12750750	SAMN16326712	SRX9222642	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/050/SRR12750750/SRR12750750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/050/SRR12750750/SRR12750750_2.fastq.gz	c14622eccfc30355c233c8e0111c631a;e52b2d99d9014449a2ea508a8ed75996
SRR12750755	SAMN16326708	SRX9222637	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12750755/SRR12750755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12750755/SRR12750755_2.fastq.gz	577c0fa72d180f854ff3e1cc7529c806;46dfe32d7514d67e2bf836c34a2d94de
SRR12750761	SAMN16326702	SRX9222631	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/061/SRR12750761/SRR12750761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/061/SRR12750761/SRR12750761_2.fastq.gz	6a7b3ac69a1dfc8dd4e2d0ec14cfeb2e;c72cc8366cca216bb10627df733e7ddb
SRR12750765	SAMN16326672	SRX9222627	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/065/SRR12750765/SRR12750765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/065/SRR12750765/SRR12750765_2.fastq.gz	364d9ba6bbf70727a4dcf0840fd7c703;4a3389541a8cb36bebd59a82ff5eff34
SRR12750670	SAMN16326767	SRX9222722	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/070/SRR12750670/SRR12750670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/070/SRR12750670/SRR12750670_2.fastq.gz	53df204a609d1f5b12f7ba7d96d62a1b;27ddaa8cef727724ae47ba76f3630c7f
SRR12750678	SAMN16326759	SRX9222714	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12750678/SRR12750678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12750678/SRR12750678_2.fastq.gz	1626270070b358cae871d6a958b386e4;293ce60e8e1e2f6e4775ca86b60bb586
SRR12750681	SAMN16326757	SRX9222711	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/081/SRR12750681/SRR12750681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/081/SRR12750681/SRR12750681_2.fastq.gz	502a8547b43ca790bdc38e574f813da4;0ff6e63db13698f39079329816f1ce43
SRR12750684	SAMN16326754	SRX9222708	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/084/SRR12750684/SRR12750684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/084/SRR12750684/SRR12750684_2.fastq.gz	d871834d11da11662034b8f5426a0e1e;0f723d3dab9a9eea1eee82d7ed331deb
SRR12750686	SAMN16326752	SRX9222666	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12750686/SRR12750686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12750686/SRR12750686_2.fastq.gz	ddba4f3f726ec4a4b26c57b1db16ac5e;6e48c6223e18973d712c894047895806
SRR12750691	SAMN16326729	SRX9222701	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12750691/SRR12750691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12750691/SRR12750691_2.fastq.gz	cf76a5df6076bed8fd1860eefacb8b8e;667672f2e70c191b73f1b179daf98a75
SRR12750693	SAMN16326728	SRX9222699	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/093/SRR12750693/SRR12750693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/093/SRR12750693/SRR12750693_2.fastq.gz	9c7485b314e72bd14e527308e192d8a1;c6e9ee0393e5742f2b1a32b8cafd1c0a
SRR12750696	SAMN16326725	SRX9222696	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12750696/SRR12750696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12750696/SRR12750696_2.fastq.gz	67c270ff8efa64da75ef8da971af83df;774d920baa945ffc1195509b81ff33ee
SRR12750700	SAMN16326721	SRX9222692	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12750700/SRR12750700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12750700/SRR12750700_2.fastq.gz	2e117b09fd19172aff2be86e75e7fb75;3559e57489863436b22de466f915eafa
SRR12750701	SAMN16326720	SRX9222691	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12750701/SRR12750701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12750701/SRR12750701_2.fastq.gz	380833cd6a8010f501d1fe2d1d060f4b;eaa71f26e1e002bc3c4f40a519afcd40
SRR12750708	SAMN16326696	SRX9222684	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/008/SRR12750708/SRR12750708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/008/SRR12750708/SRR12750708_2.fastq.gz	4444ac70653ae03bc474016f7e20e4ac;a505bbebef3b91854376726111dbc1ff
SRR12750710	SAMN16326694	SRX9222682	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/010/SRR12750710/SRR12750710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/010/SRR12750710/SRR12750710_2.fastq.gz	edf938e946888dda81b128e72577de95;f0ba9616548d481fa7580867e1e05dae
SRR12750711	SAMN16326693	SRX9222681	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/011/SRR12750711/SRR12750711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/011/SRR12750711/SRR12750711_2.fastq.gz	6bfe01b7bc98141ac2e23885d1d0a986;07bb10187170c1596c7c4ff4ef498905
SRR12750712	SAMN16326692	SRX9222680	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/012/SRR12750712/SRR12750712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/012/SRR12750712/SRR12750712_2.fastq.gz	883c2a960fdc9abbff1f35f366727127;d1946ae7b3125e0aa5b76706937a9ca5
SRR12750716	SAMN16326671	SRX9222676	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/016/SRR12750716/SRR12750716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/016/SRR12750716/SRR12750716_2.fastq.gz	fb6884e90fb644c68345ca5950e1510f;b9d100a40a655b3f392b056efcd8b096
SRR12750718	SAMN16326687	SRX9222674	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/018/SRR12750718/SRR12750718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/018/SRR12750718/SRR12750718_2.fastq.gz	31695a47ac3b4bb187a57fd596a12d84;22c09e567af88d9bf085338b3e8e9458
SRR12750719	SAMN16326686	SRX9222673	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12750719/SRR12750719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12750719/SRR12750719_2.fastq.gz	6ddbda658e95c3e41d8f0f4197d94509;2edf1e638f29dafede2b0bdf502ee84e
SRR12750724	SAMN16326681	SRX9222668	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/024/SRR12750724/SRR12750724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/024/SRR12750724/SRR12750724_2.fastq.gz	01382ba8f517edbb4003c318b8deb8a4;09136742760fc6ecc3bebccc6a0241dd
SRR12750727	SAMN16326751	SRX9222665	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/027/SRR12750727/SRR12750727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/027/SRR12750727/SRR12750727_2.fastq.gz	ae8d54a3212ffab1d1471637ff9bd70a;5cb70060f0cfbbc1fe3d51166d57739b
SRR12750730	SAMN16326677	SRX9222662	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12750730/SRR12750730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12750730/SRR12750730_2.fastq.gz	49953de1768deb9b1cf8046ab7c88213;919675c77e996ac19cb9f40b05839a2c
SRR12750737	SAMN16326742	SRX9222655	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12750737/SRR12750737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12750737/SRR12750737_2.fastq.gz	84826bdb3ef93b50ad0e83097034c202;039d10e4dc48ab31269e052bb9927235
SRR12750744	SAMN16326736	SRX9222648	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/044/SRR12750744/SRR12750744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/044/SRR12750744/SRR12750744_2.fastq.gz	f33dc28b71fa107062a790d320cccb8d;d6116bdff798351319e79a27665a2276
SRR12750745	SAMN16326735	SRX9222647	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/045/SRR12750745/SRR12750745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/045/SRR12750745/SRR12750745_2.fastq.gz	46127ad006e58c4df103286ecad3d94b;9858791be519a074c13f767bc11931e7
SRR12750746	SAMN16326734	SRX9222706	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/046/SRR12750746/SRR12750746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/046/SRR12750746/SRR12750746_2.fastq.gz	578a30f2c66ed2c8ee2b94f7ca22ba2f;6f3d7096009830229527c1f64476d2d7
SRR12750747	SAMN16326715	SRX9222645	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/047/SRR12750747/SRR12750747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/047/SRR12750747/SRR12750747_2.fastq.gz	6440397be482f9dd291914a6aebf8fa0;8c9d10b7d6acc510393ad0a5449bf73d
SRR12750753	SAMN16326709	SRX9222639	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/053/SRR12750753/SRR12750753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/053/SRR12750753/SRR12750753_2.fastq.gz	c7b8a5ca98f88d7f9c8632ae2c2633a8;a5f4a6717d1925a6ab609391af469263
SRR12750757	SAMN16326706	SRX9222635	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/057/SRR12750757/SRR12750757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/057/SRR12750757/SRR12750757_2.fastq.gz	56980c762f7d67b5bb9bfa0bc57d1234;a7ba99537fe791fdaaa1f57a6daf331c
SRR12750759	SAMN16326704	SRX9222633	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/059/SRR12750759/SRR12750759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/059/SRR12750759/SRR12750759_2.fastq.gz	b3d06c9156c44c5b95907f9c54da28d5;d47060f2e138f8828e7cbd1611649ed3
SRR12750764	SAMN16326699	SRX9222628	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/064/SRR12750764/SRR12750764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/064/SRR12750764/SRR12750764_2.fastq.gz	84ebbe05f5b980db5b411381d32a31e9;ccb99afe794623559a1cee7ee63d9b8c
SRR12750766	SAMN16326698	SRX9222686	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/066/SRR12750766/SRR12750766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/066/SRR12750766/SRR12750766_2.fastq.gz	c32423ce88679eb021c286d8892cdc44;46112cb6619a77f3c9092ea06bb48fa1
SRR12750767	SAMN16326670	SRX9222625	PRJNA666746	Homo sapiens	ILLUMINA	Illumina MiSeq	PAIRED	OTHER	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/067/SRR12750767/SRR12750767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/067/SRR12750767/SRR12750767_2.fastq.gz	25fe6453673baaea0e4fbca90c5f8828;f8772dbb7e727bcf55ce4721722194b4
