genus	SRR18236708	SRR18236719	SRR18236725	SRR18236726	SRR18236727	SRR18236728	SRR18236729	SRR18236730	SRR18236731	SRR18236734	SRR18236735	SRR18236736	SRR18236737	SRR18236738	SRR18236739	SRR18236740	SRR18236741	SRR18236742	SRR18236743	SRR18236744	SRR18236745	SRR18236746	SRR18236752	SRR18236763	SRR18236774	SRR18236785	SRR18236786	SRR18236787	SRR18236788	SRR18236789	SRR18236790	SRR18236791	SRR18236792	SRR18236793	SRR18236794	SRR18236795	SRR18236796	SRR18236797	SRR18236732	SRR18236733
g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7288177e-05	0	0	0	0	1.9784351e-05	0	0	0	0	0	1.9618229e-05	0	0	0
g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9065446e-05	0.0001093693	0	1.7288177e-05	0	0	0	0	0.00013849045	0	0	0	0	0	7.8472917e-05	0	0	0
g__Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0516889e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hylemonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013221917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	1.9766362e-05	5.4684652e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Jonquetella	0	8.6422954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7257149e-05	1.3646847e-05	0.00031325867	0	3.9236459e-05	0	0	0
g__Kaistobacter	0	0.00017284591	0	0	0	0	0	0	0	0	0	0	0	0	0.00066991044	0	0	1.3463843e-05	0	0	0	0	0	0	0	1.7288177e-05	0	0	0.00044330171	0	0	0	0	0	0	0	0	0	0	0
g__Kingella	0	8.6422954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019843632	2.6927686e-05	0	0	7.2334039e-05	0	1.9766362e-05	1.8228217e-05	0	0	0	0.00036381827	8.8660342e-05	3.6991825e-05	0	0	0	1.3646847e-05	0	0	0	0.00036423238	0	0
g__Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	0	0	9.8831808e-05	9.1141086e-05	0	0	0	0	0	0	7.9137402e-05	0	0.00013805719	0	0	1.271472e-05	9.8091146e-05	0	0	0
g__Kocuria	0	0.00017284591	0	0	3.7998252e-05	4.0945011e-05	0	1.4972301e-05	0	4.6629829e-05	0	0	0.000282196	0	0.00068753967	1.5261118e-05	0	0.00010771074	0	0.00012904891	0.00099459303	0	3.9532723e-05	7.2912869e-05	0	1.7288177e-05	0	0	8.8660342e-05	0	3.9568701e-05	0	0.00051771446	0	0	5.0858879e-05	3.9236459e-05	7.2846476e-05	0	0
g__Lactobacillus	0	0	0	0	0	0.00012283503	0	5.9889205e-05	0	0	0	0	6.4135454e-05	0	0.00040547211	0	0	1.3463843e-05	0	7.3742234e-05	0.0011211776	1.1804424e-05	0.00023719634	0.00025519504	2.6063047e-05	0.00010372906	0	0.00013643185	0.0006206224	1.2330608e-05	0.00025719656	1.3690941e-05	1.7257149e-05	6.8234234e-05	3.1325867e-05	2.542944e-05	0.00019618229	1.2141079e-05	0	0
g__Lactococcus	0	0	0	1.2682791e-05	0.0002406556	0.00043674678	0	0	6.0528291e-05	0	0	1.3413996e-05	0.0031939456	0.00013605947	0	0.00088514483	0	0.0082129441	1.5656558e-05	0.0030971738	0.024069151	0	0.0018382716	0.00016405396	3.909457e-05	0.00063966253	0	0.00040929556	0.0084227325	6.1653041e-05	0.00017805916	0.0004381101	0.0015531434	0	0	0	0.00011770938	1.2141079e-05	0	0
g__Lautropia	0.00013213181	0.02722323	1.5906343e-05	0	3.7998252e-05	1.3648337e-05	0	0	1.2105658e-05	0	2.3328784e-05	0	6.4135454e-05	0.00039580937	5.2887667e-05	0.00013735006	0.00023812359	0.00035005991	0.00018787869	0.00036871117	0.00027125264	0	0.0019766362	0.0022967554	0.00013031523	0.019760386	2.8905911e-05	0.00056846605	0.00026598103	4.9322433e-05	0.00021762786	0.00086252926	0.00029337153	0.051162029	3.1325867e-05	0.0001907208	9.8091146e-05	0.0002913859	0	0
g__Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9784351e-05	0	0	0	0	0	1.9618229e-05	0	0	0
g__Leptotrichia	0.10149045	0.030852995	0.014045301	0.024059254	0.00011399476	0.0022656239	2.7824538e-05	0.18252732	0.0043459313	0.0029376792	3.4993176e-05	9.3897973e-05	0.36045408	0.038096652	0.0010401241	0.0016024174	0.032768451	0.01373312	0.014278781	0.0082591302	0.011464945	3.5413273e-05	0.014923603	0.013507109	0.085799549	0.047127569	0.049920509	0.1614671	0.0518663	0.20306046	0.013651202	0.082419463	0.0093188603	0.076367755	0.063121623	0.037165126	0.0095933141	0.02700176	0	0.0039525692
g__Leucobacter	1.3213181e-05	0	0	0	0	0	0	0	0	0	0	0	2.5654182e-05	0	0	0	0	0	1.5656558e-05	0	9.0417548e-05	0	3.9532723e-05	1.8228217e-05	0	0	0	0	0.00026598103	0	0	0	5.1771446e-05	0	0	1.271472e-05	0	0	0	0
g__Limnobacter	0	0	0	0	0	1.3648337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.808351e-05	0	1.9766362e-05	3.6456435e-05	0	0	0	0	8.8660342e-05	0	0	1.3690941e-05	1.7257149e-05	0	0	0	5.8854688e-05	0	0	0
g__Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.808351e-05	0	0	0	0	0	0	0	8.8660342e-05	0	0	0	0	0	0	0	0	0	0	0
g__Luteimonas	0	0	0	0	0	0	0	0	0	0	1.1664392e-05	0	0	0	0.00010577533	0	0	0	0	0	0.0001808351	1.1804424e-05	5.9299085e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2141079e-05	0	0
g__Lysinibacillus	0	0	0	0	0	0	0	2.9944602e-05	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	9.0417548e-05	0	0	0	0	0	0	2.2738642e-05	0.00070928274	0	5.9353052e-05	0	0	0	0	2.542944e-05	0	0	0	0
g__Lysobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056413511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7293694e-05	0	0	0	0	0	0
g__Marinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	3.8481272e-05	0	0	0	0	0	0	0	0	0	0	1.8228217e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038784289	0	0	0	0	0	0	0	1.9766362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megasphaera	0.00054174044	0.0028519575	0	3.8048372e-05	3.7998252e-05	0.00016378004	0	0.0020661776	7.2633949e-05	0	0	0	0	0	0	0.00021365565	0.0032014393	0.0025177386	0.00042272706	0	5.4250529e-05	0	0.00037556087	0.00036456435	1.3031523e-05	0.00024203447	7.2264778e-05	0.0017736141	0	3.6991825e-05	0.00017805916	0.0012048028	0	4.0940541e-05	0.00026626987	3.8144159e-05	0.00037274636	1.2141079e-05	0	0
g__Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9532723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014984839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylobacterium	0	0.00060496068	0	0	1.2666084e-05	2.7296674e-05	0	1.4972301e-05	0	0	0	0	0	0	0.00317326	0	0	1.3463843e-05	0	1.8435559e-05	0.0003797537	0	0.00031626179	9.1141086e-05	0	0.00013830541	0	0	8.8660342e-05	0	0.0001582748	0	5.1771446e-05	1.3646847e-05	0	0	0.00045121927	0	0	0
g__Microbacterium	0	0.00034569182	0	0	0	1.3648337e-05	0	4.4916904e-05	0	0	0.00036159616	0	2.5654182e-05	0	0.078397151	0	0	1.3463843e-05	0	7.3742234e-05	0.00063292284	0.0064924334	1.9766362e-05	0.00012759752	0	0	0	4.5477284e-05	0.00044330171	0	0	0	0	0	0	0	0.00019618229	6.0705397e-05	0	0
g__Microbispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Micrococcus	0	0.0011234984	0	1.2682791e-05	2.5332168e-05	9.5538359e-05	0	0.00010480611	3.6316975e-05	9.3259658e-05	0	0	7.6962545e-05	0	0.0067872505	1.5261118e-05	0	6.7319214e-05	1.5656558e-05	0.00031340449	0.0010488436	0	0.00015813089	0.00018228217	2.6063047e-05	5.186453e-05	0	0	0.0015072258	2.4661217e-05	0.00017805916	0	0.00018982864	1.3646847e-05	0	0.00054673295	0.00029427344	8.4987555e-05	0	0.0039525692
g__Microlunatus	0	8.6422954e-05	0	0	0	0	0	0	0	0	1.1664392e-05	0	0	0	0.0023623158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.542944e-05	0	0	0	0
g__Mogibacterium	0.00077957771	0.00043211477	0	2.5365581e-05	0.00026598776	0.00072336186	1.3912269e-05	0.00017966761	0	4.6629829e-05	0	0	0.00026936891	2.4738086e-05	0	0.0017245063	0.0001058327	0.00014810227	0.00042272706	0.00012904891	0	0	0.00019766362	0.00029165148	2.6063047e-05	0.00041491624	2.8905911e-05	0.0015007504	0	0.00022195095	7.9137402e-05	0.0019441136	8.6285744e-05	0.0004366991	0.00053253974	3.8144159e-05	0.00015694583	0.00037637346	0	0
g__Morganella	0	0.00051853772	0	1.2682791e-05	0.0077136452	5.4593348e-05	0	1.4972301e-05	0	2.3314915e-05	0	0	1.2827091e-05	4.9476171e-05	0	0	0	2.6927686e-05	0	1.8435559e-05	5.4250529e-05	0	0	0	0	0	0	2.2738642e-05	0.00053196205	0	0	0	0	0	0	0	0	0	0	0
g__Moryella	0.00017177136	0.0012963443	1.5906343e-05	3.8048372e-05	0	0	0	0.00061386435	0	0	0	0	7.6962545e-05	0	0	0.00015261118	0.017607916	0.0023831002	0.0053075731	0.00018435559	0.00036167019	0	0.00039532723	0.00074735691	3.909457e-05	0.00012101724	0	0.0011369321	0.00079794308	0.0022811625	0.00019784351	0.015114799	5.1771446e-05	1.3646847e-05	0.00065784321	2.542944e-05	0.00031389167	0.00014569295	0	0
g__Mucispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065228993	0.00087495443	0	0.00041491624	0	0	0	0	0.00098921753	0	0	0	0	0	0.00058854688	0	0	0
g__Mycobacterium	0	0.00025926886	0	0	2.5332168e-05	0	0	0	0	0	0	0	0	0	0.022107045	1.5261118e-05	0	0	0	0	0.00014466808	0	0	0	0	0	0	4.5477284e-05	0.00088660342	0	0	0	0	1.3646847e-05	0	0	3.9236459e-05	0	0	0
g__Mycoplana	0	0	0	0	1.2666084e-05	0	0	0	0	0	0	0	0	0	0.0088674988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mycoplasma	0	8.6422954e-05	1.5906343e-05	0.00017755907	0	0	0	0.00010480611	3.6316975e-05	0	0.00011664392	0	0.0010903027	0	0.00029969678	0.00021365565	0	0.001373312	0	0.0024519293	0.0005605888	1.1804424e-05	0.00049415904	0.00036456435	0	0.00039762806	1.4452956e-05	0.00031834099	0.00044330171	0.00071517528	0.00035611831	2.7381881e-05	0	0.00045034595	1.5662934e-05	0	0.00062778334	0	0	0
g__Myroides	0	8.6422954e-05	0	0	0	1.3648337e-05	0	0	0	0	0	0	1.2827091e-05	0	0	3.0522235e-05	0	0	0	0	7.2334039e-05	0	0	0	0	0	0	2.2738642e-05	0.00053196205	0	0	0	0	0	0	0	0	0	0	0
g__Nannocystis	0	0.00034569182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neisseria	0.00099098861	0.083657419	0.026627219	0.0032467944	7.5996504e-05	0.0043674678	1.3912269e-05	0.041353496	0.00047212067	0.00055955795	0.00010497953	1.3413996e-05	0.012314007	0.0022016896	0.0010401241	0.038290144	0.071476763	0.045602036	0.061796433	0.17484284	0.042026076	2.3608849e-05	0.0071949556	0.0058877142	0.24219086	0.012205453	7.2264778e-05	0.0037291373	0.0072701481	0.010197413	0.0037392423	0.0039703728	0.021416122	0.014834123	0.00045422508	0.01247314	0.006591725	0.30375766	0	0
g__Nesterenkonia	0	8.6422954e-05	0	0	0	1.3648337e-05	0	1.4972301e-05	0	9.3259658e-05	0	0	0.00026936891	0	0	0	0	0	0	1.8435559e-05	0.00030741966	0	0	0.00014582574	0	0	0	0	0.0006206224	0	0	0	0	0	0	5.0858879e-05	1.9618229e-05	0	0	0
g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4250529e-05	0	0	0	0	0	0	0	0.00017732068	0	0	0	0	0	0	0	0	0	0	0
g__Ochrobactrum	0.0015591554	0.050643851	0	0	1.2666084e-05	2.7296674e-05	0	0.002036233	0	2.3314915e-05	0	0	3.8481272e-05	0	3.5258444e-05	1.5261118e-05	0	6.7319214e-05	0	0.019080803	0.14908045	0	0.00015813089	0.0015858549	3.909457e-05	3.4576353e-05	0	0	0.0012412448	0	0.00013849045	0	1.7257149e-05	1.3646847e-05	1.5662934e-05	7.6288319e-05	0.011339337	0.00014569295	0	0
g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022533652	0.0030258841	0	0.0013484778	0	0	0	0	0.00304679	0	0	0	0	0	0.0026876974	0	0	0
g__Oligella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8228217e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.9618229e-05	0	0	0
g__Oribacterium	0.0032108031	0.0011234984	0.021203156	0.00025365581	1.2666084e-05	0.00087349356	1.3912269e-05	0.00088336577	0.00010895092	6.9944744e-05	0	2.6827992e-05	0.00010261673	0	0.000475989	0.00061044471	0.010292231	0.0057894524	0.058649465	0.00088490681	0.00045208774	1.1804424e-05	0.0018975707	0.0026977762	0.00092523815	0.0017806822	0.0018355254	0.0016826595	0.0015958862	0.0034155785	0.0018201603	0.014389179	0.0024850294	0.0027703099	0.00076748375	0.00024157968	0.0012555667	0.014362897	0.0081300813	0
g__Oscillospira	0	0	0	0	0	0	0	1.4972301e-05	0	0	1.1664392e-05	0	0	0	0.00037021367	0	0	0	0	3.6871117e-05	1.808351e-05	0	0.03150758	0.031316077	0	0.013502066	0	0	0	0	0.03151647	0	0	1.3646847e-05	0.00029759574	0	0.025758735	0	0	0
g__Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056413511	0	0	0	0	0	0	0	1.9766362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paludibacter	0.0067915753	0.0014691902	0	6.3413954e-05	0	1.3648337e-05	0	4.4916904e-05	0	0	2.3328784e-05	0	0.006362237	0.034138558	0	3.0522235e-05	0	0.00026927686	9.3939346e-05	5.5306676e-05	3.6167019e-05	0	0.00035579451	0.00072912869	3.909457e-05	0.0063101845	0.0018788842	0.013597708	0	0	5.9353052e-05	0.002532824	0.00010354289	0.010535366	0.00051687681	7.6288319e-05	0.00021580052	0	0	0
g__Pandoraea	0	0.00025926886	0	0	0	2.7296674e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8660342e-05	0	0	0	0	0	0	0	1.9618229e-05	0	0	0
g__Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016042592	0	0	0	0	0	0	0	0.054495859	0.05317171	0	0.025206162	0	0	0	0	0.058640815	0	0	0	0	0	0.04741726	0	0	0
g__Paracoccus	1.3213181e-05	0.0022469968	0	0	1.2666084e-05	5.4593348e-05	0	5.9889205e-05	0	2.3314915e-05	0	0	5.1308363e-05	0	0.13784289	0	0	2.6927686e-05	1.5656558e-05	7.3742234e-05	0.00083184144	0	0.00065228993	5.4684652e-05	0	3.4576353e-05	0	9.0954568e-05	0.0006206224	0	0	0	0.00018982864	1.3646847e-05	0	2.542944e-05	9.8091146e-05	2.4282159e-05	0	0
g__Parvimonas	0.0043339235	0.00051853772	0.00020678246	0.025188022	0.039163532	0.12082873	0.086951683	0.0015122024	4.8422633e-05	0.00069944744	3.4993176e-05	0	0.0017316573	0.00090294012	0.00042310133	0.044013064	0.00062176714	0.0012656012	0.0010020197	0.0021385248	0.00014466808	0	0.0051194877	0.0064345607	2.6063047e-05	0.0067423889	0.0003902298	0.0066396835	0.0038123947	0.016806619	0.004965872	0.052272012	0.0014668576	0.01285533	0.056229932	0.00020343552	0.0043748651	9.7128635e-05	0	0.0039525692
g__Pedobacter	0	0	0	0	0	0	0	0	0	0	0.027376328	0	0	0	0	0	0	0	0	0	0	0.15237151	0	0	0	0	0	9.0954568e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Pedomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017629222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptococcus	0.0044792685	0.0019877279	7.9531717e-05	0.010856469	0.00018999126	6.8241685e-05	0	4.4916904e-05	4.8422633e-05	0	0	0	2.5654182e-05	0.00011132138	0	1.5261118e-05	1.3229088e-05	0.00036352376	0	0.00038714673	0.00032550317	0	9.8831808e-05	0.00034633613	0	5.186453e-05	0.0067639832	0.0012506253	0.00026598103	0	0.00021762786	0.00026012787	6.9028595e-05	0.00013646847	0.0068290391	0.00048315935	0.00035312813	0.0014690706	0	0
g__Peptoniphilus	5.2852726e-05	0	3.1812687e-05	0	0.00034198427	2.7296674e-05	0	0.00017966761	0	2.3314915e-05	0	0	1.2827091e-05	0.00011132138	0.00010577533	0	0	1.3463843e-05	0	0.00020279114	5.4250529e-05	0	3.9532723e-05	0.00012759752	0	1.7288177e-05	0	0	8.8660342e-05	0	0	0.00042441916	3.4514298e-05	0.00012282162	0.0034458454	2.542944e-05	0.0001373276	0	0	0
g__Peptostreptococcus	0.010068444	0.019877279	0.0024177642	0.040229812	0.037820927	0.040958659	0.11118686	0.00019463992	0.057223446	0.018885081	0	0.34966264	0.0018471011	0.0091036155	0.0010224949	0.01379605	0.013824397	0.089184495	0.0036636345	0.0065999299	0.00014466808	0	0.0033207487	0.0054320087	0	0.0028525491	0.0017488076	0.049820365	0.0065608653	0.023674768	0.0036996736	0.026519352	0.006143545	0.0042987568	0.082183413	0.00047044463	0.0040021188	0.003678747	0	0
g__Phaeospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9766362e-05	0	0	0	0	0	0	0	1.9784351e-05	0	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9299085e-05	3.6456435e-05	0	5.186453e-05	0	0	0	0	0.0001187061	0	0	0	0	0	1.9618229e-05	0	0	0
g__Phenylobacterium	0	0.00060496068	0	0	0	0	0	0	0	0	0	0	6.4135454e-05	0	0	0	0	0	0	0	7.2334039e-05	0	0	0	0	0	0	0	0	0	3.9568701e-05	0	3.4514298e-05	1.3646847e-05	0	0	0.00015694583	0	0	0
g__Phormidium	0	0	0	0	0	4.0945011e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pilimelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6456435e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planctomyces	0	8.6422954e-05	0	0	0	0	0	4.4916904e-05	0	0	0	0	0	0	0.00012340456	0	0	0	0	1.8435559e-05	0.00010850106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8854688e-05	0	0	0
g__Planococcus	0	0	0	0	0	0	0	1.4972301e-05	0	0	0	0	0	0	0	0	0	0	0	7.3742234e-05	0.00054250529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Plesiocystis	0	0	0	0	0	0	0	0	0	6.9944744e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polaribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044330171	0	0	0	0	0	0	0	0	0	0	0
g__Porphyromonas	0.020255807	0.0058767609	0.077320736	0.013354979	0.014224012	0.0070834869	0.0088203787	0.0041024105	0.00010895092	0.0013289501	6.9986353e-05	0.091443212	0.00037198563	0.010686853	0.00065228122	0.0092940207	0.002857483	0.010865321	0.054657043	0.0024888004	0.0005605888	0.0065632599	0.0058113103	0.0067808968	0.01821807	0.013208167	0.0077323313	0.020578471	0.0029257913	0.0017016239	0.0053417747	0.014457633	0.072134882	0.025505957	0.080429164	0.012638432	0.0081219469	0.0074667638	0.016260163	0
g__Prevotella	0.0091963743	0.01374125	0.013472673	0.083262521	0.0020772378	0.015668291	0.098345831	0.013460099	0.0018037431	0.00025646406	6.9986353e-05	2.6827992e-05	0.00211647	0.0087449132	0	0.019442664	0.021629559	0.029970514	0.028025238	0.001419538	0.0048644641	0.00022428406	0.0035579451	0.0066897557	0.03592791	0.0066386598	0.0029484029	0.022488517	0.0078021101	0.0090876583	0.0029082995	0.013567722	0.0034169155	0.005526973	0.032766857	0.0035982657	0.0051988308	0.020651976	0.0081300813	0
g__Propionibacterium	2.6426363e-05	0.0027655345	0	1.2682791e-05	7.5996504e-05	4.0945011e-05	0	7.4861506e-05	0	0.00013988949	2.3328784e-05	0	1.2827091e-05	0	0.039630492	7.6305589e-05	0	5.3855371e-05	4.6969673e-05	0.00012904891	0.0007414239	0	0.0010871499	0.00060153117	0	0.00046678077	0	9.0954568e-05	0.0010639241	0	0.00039568701	2.7381881e-05	8.6285744e-05	4.0940541e-05	1.5662934e-05	0.0001271472	0.001196712	0.00023068051	0	0
g__Propionicimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081447007	0	0	0	0	0	0	0	0	0.00014582574	0	0	0	0	0	0	0	9.5836585e-05	0	0	0	0	0	0	0	0
g__Propionivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0.00093637763	0	0	0	0	1.3463843e-05	0	0	0	0	1.9766362e-05	1.8228217e-05	0	0.0002247463	0	0	8.8660342e-05	0	0	4.1072822e-05	0	5.4587388e-05	0	0	0	0	0	0
g__Proteus	0	8.6422954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5656558e-05	0	0	0	0	0	0	0	0	2.2738642e-05	0	0	0	0	1.7257149e-05	0	0	0	0	0	0	0
g__Providencia	0	8.6422954e-05	0	0	0	1.3648337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016275159	0	0	0	0	0	0	0	0.00026598103	0	0	0	0	0	0	0	1.9618229e-05	0	0	0
g__Pseudoalteromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8228217e-05	0	0	0	2.2738642e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudomonas	0.0010438413	0.0020741509	0	2.5365581e-05	0.00060797203	0.060202814	1.3912269e-05	0	0	0.00060618778	0	0.033682544	3.8481272e-05	0.00013605947	0.0018158099	0.00039678906	1.3229088e-05	0.00030966839	3.1313115e-05	0.00020279114	0.0013020127	0	0.00021742998	0.0025701786	5.2126093e-05	0.00020745812	5.7811823e-05	0.0004320342	0.0011525844	2.4661217e-05	0.0023345534	0.0014649307	0.00017257149	0.0002319964	1.5662934e-05	0.00013986192	0.022796382	3.6423238e-05	0.016260163	0
g__Pseudonocardia	0	0	0	0	1.2666084e-05	0	0	2.9944602e-05	0	6.9944744e-05	0	0	0	0	0.00038784289	0	0	0	0	0	5.4250529e-05	0	0	1.8228217e-05	0	0	0	0	0	0	0	0	0	0	0	2.542944e-05	5.8854688e-05	0	0	0
g__Pseudoramibacter_Eubacterium	0	0	0	1.2682791e-05	0.00012666084	0.00087349356	9.7385885e-05	0	0	0	0	0	2.5654182e-05	0.00116269	0	0.00080883924	0	0	0	1.8435559e-05	0	0	0.00011859817	0.00020051039	0	0.00089898518	0	0	0	0	0.00013849045	0.0015744582	0	0.00046399279	0	0	9.8091146e-05	0	0	0
g__Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008885128	0	0	0	0	0	0.00010850106	0	0	0	0	0	0	0	0.00079794308	0	0	0	0	0	0	0	0	0	0	0
g__Pyramidobacter	0	0.0027655345	0	0	0	0	0	2.9944602e-05	0	0	0	0	0	0	0	0	0	2.6927686e-05	0	1.8435559e-05	0	0	7.9065446e-05	0	3.909457e-05	0.0016078004	0	0.0057073992	0	0	0	0.0012048028	3.4514298e-05	0.0023063171	0	0	0	0	0	0
g__RFN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015917049	0	0	0	0	0	0	0	0	0	0	0	0
g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	0	0	0	0	0	6.9152706e-05	0	0	8.8660342e-05	0	0	0	0	0	0	0	0	0	0	0
g__Ramlibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5477284e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	8.8660342e-05	0	0	0	0	0	0	0	0	0	0	0
g__Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5258444e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.5477284e-05	0	0	0	0	0	0	0	0	3.9236459e-05	0	0	0
g__Rhodobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
